DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,AGE_AT_BIRTH:Age at Birth,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,DATA_SOURCE:Data Source,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SERIES_FOOTNOTE:Series footnote,SUB_SECTOR:Sub Sector,SOWC_FLAG_A:SOWC flag A,DATA_SOURCE_PRIORITY:Data source priority,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,OBS_FOOTNOTE:Observation footnote,SOURCE_LINK:Citation of or link to the data source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LDC: Least developed countries,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,73.6,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LDC: Least developed countries,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,80.7,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LDC: Least developed countries,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,93,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LDC: Least developed countries,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,64.9,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LDC: Least developed countries,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,86.7,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,45.1,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,50.8,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,53.6,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,58.1,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,66,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,51.4,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,67.5,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,54.4,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,57.3,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,66.5,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,74.1,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,77.1,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,92.4,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,66.6,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_LLDC: Landlocked developing countries (LLDCs),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,90.3,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,36.8,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,46,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,53.5,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,61.2,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,72.5,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,42.7,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,66.1,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,52,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,58.1,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,69.7,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,79.9,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,87.5,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,95.6,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,65.6,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_MIDDLEAFR: Middle Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,89,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,62.1,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,68.9,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,73.8,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,81.4,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,84.8,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,72.7,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,82.2,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2303: Population weighted averages calculated by UNICEF using WPP2022 weights,2022,74.9,0: Units,PCNT: %,,ANTENATAL,,1,RA: Reanalysed,F: Free,,,,,,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,85.5,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,92.2,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,96.5,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,98.3,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,99.3,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,89.8,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UNSDG_NORTHAFR: Northern Africa,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_2711: Joint UNICEF-WHO Database on Skilled Birth Attendance 2023,2022,97.7,0: Units,PCNT: %,,DELIVERY,,1,RA: Reanalysed,F: Free,,,,,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2022,,EOF: End of fieldwork,2022
